family,fraction,objective,status,runtime_seconds,projection_rmse_rad
sinusoidal,0.7525000000000001,1.0596046436202389,finite,1.0663971999892965,1.1170278420481965
sinusoidal,0.7529833984375001,1.0595531667856282,finite,1.6341100001009181,1.1162426926237274
sinusoidal,0.7534667968750001,1.0595026532348633,finite,1.6046917999628931,1.1154564718415738
sinusoidal,0.7539501953125001,1.0594531135563763,finite,1.6785021000541747,1.1146692064771517
sinusoidal,0.7544335937500001,1.059404558312517,finite,1.1010679000755772,1.1138809233966944
sinusoidal,0.7549169921875001,1.0593569980394548,finite,1.0453177000163123,1.1130916495567138
sinusoidal,0.7554003906250001,1.059310443245853,finite,1.0525157999945804,1.1123014120035335
sinusoidal,0.7558837890625001,1.059264904411643,finite,1.0483899000100791,1.1115102378727177
sinusoidal,0.7563671875000001,1.0592203919880032,finite,1.053919899975881,1.110718154388587
sinusoidal,0.7568505859375001,1.0591769163953688,finite,1.0502840999979526,1.1099251888636597
sinusoidal,0.7573339843750001,1.0591344880231532,finite,1.0539382999995723,1.1091313686981035
sinusoidal,0.7578173828125,1.0590931172284275,finite,1.0452893000328913,1.1083367213791977
sinusoidal,0.75830078125,1.0590528143350235,finite,1.0618230000836775,1.1075412744807613
sinusoidal,0.7587841796875,1.059013589632685,finite,1.0811599000589922,1.1067450556625789
sinusoidal,0.759267578125,1.0589754533759568,finite,1.1132180999265984,1.105948092669836
sinusoidal,0.7597509765625,1.0589384157830763,finite,1.1172732999548316,1.1051504133325125
sinusoidal,0.760234375,1.0589024870352268,finite,1.0987457000883296,1.1043520455647957
sinusoidal,0.7607177734375,1.0588676772749204,finite,1.2127492999425158,1.1035530173644783
sinusoidal,0.761201171875,1.0588339966060107,finite,1.1102207000367343,1.1027533568123338
sinusoidal,0.7616845703125,1.058801455091237,finite,1.1085380000295117,1.1019530920714895
sinusoidal,0.76216796875,1.0587700627524077,finite,1.102647199993953,1.1011522513868155
sinusoidal,0.7626513671875,1.0587398295687938,finite,1.155631999950856,1.100350863084251
sinusoidal,0.763134765625,1.0587107654757535,finite,1.1127826999872923,1.09954895557017
sinusoidal,0.7636181640625,1.058682880364125,finite,1.0967032999033108,1.098746557330723
sinusoidal,0.7641015625,1.058656184079116,finite,1.0994306999491528,1.0979436969311485
sinusoidal,0.7645849609375001,1.0586306864183135,finite,1.1273097000084817,1.0971404030151022
sinusoidal,0.7650683593750001,1.0586063971316115,finite,1.2149091000901535,1.0963367043039758
sinusoidal,0.7655517578125001,1.0585833259195194,finite,1.8416403000010177,1.095532629596172
sinusoidal,0.7660351562500001,1.058561482431828,finite,1.841007599956356,1.0947282077664164
sinusoidal,0.7665185546875001,1.058540876266938,finite,1.6678178999572992,1.0939234677650211
sinusoidal,0.7670019531250001,1.0585215169700395,finite,1.1242682000156492,1.0931184386171644
sinusoidal,0.7674853515625001,1.0585034140320828,finite,1.1052500000223517,1.0923131494221383
sinusoidal,0.7679687500000001,1.0584865768886424,finite,1.098371799918823,1.0915076293526131
sinusoidal,0.7684521484375,1.0584710149185015,finite,1.1239285999909043,1.0907019076538538
sinusoidal,0.768935546875,1.0584567374425502,finite,1.1325098000233993,1.0898960136429663
sinusoidal,0.7694189453125,1.058443753722001,finite,1.6724884000141174,1.089089976708108
sinusoidal,0.76990234375,1.0584320729576597,finite,1.4591975999064744,1.0882838263076873
sinusoidal,0.7703857421875,1.058421704287977,finite,1.4517236999236047,1.0874775919695705
sinusoidal,0.770869140625,1.0584126567880832,finite,1.427121700020507,1.086671303290264
sinusoidal,0.7713525390625,1.058404939468108,finite,1.7029726998880506,1.0858649899340775
sinusoidal,0.7718359375,1.0583985612722144,finite,1.1779828000580892,1.0850586816322958
sinusoidal,0.7723193359375,1.058393531076283,finite,1.0892488999525085,1.0842524081823364
sinusoidal,0.772802734375,1.0583898576872734,finite,1.120608999975957,1.0834461994468727
sinusoidal,0.7732861328125,1.0583875498414599,finite,1.1267383000813425,1.0826400853529867
sinusoidal,0.77376953125,1.0583866162027582,finite,1.1007354999892414,1.081834095891264
sinusoidal,0.7742529296875,1.0583870653612006,finite,1.0881120999110863,1.0810282611149091
sinusoidal,0.774736328125,1.0583889058316363,finite,1.1145482000429183,1.0802226111388562
sinusoidal,0.7752197265625,1.0583921460517378,finite,1.1332868000026792,1.0794171761388214
sinusoidal,0.775703125,1.0583967943809698,finite,1.3731226000236347,1.078611986350406
sinusoidal,0.7761865234375,1.0584028590981527,finite,1.1054852999513969,1.0778070720681363
sinusoidal,0.7766699218750001,1.058410348400648,finite,1.7804362999740988,1.077002463644522
sinusoidal,0.7771533203125001,1.0584192704018331,finite,1.8532935000257567,1.0761981914890864
sinusoidal,0.7776367187500001,1.058429633130167,finite,1.7083758000517264,1.075394286067402
sinusoidal,0.7781201171875001,1.0584414445270203,finite,1.1445765000535175,1.07459077790009
sinusoidal,0.778603515625,1.058454712444924,finite,1.0726373000070453,1.07378769756183
sinusoidal,0.7790869140625,1.0584694446459166,finite,1.1261876999633387,1.0729850756803492
sinusoidal,0.7795703125,1.0584856487997056,finite,1.093009200063534,1.072182942935391
sinusoidal,0.7800537109375,1.0585033324815805,finite,1.1222194000147283,1.0713813300576875
sinusoidal,0.780537109375,1.058522503171225,finite,1.086259999894537,1.0705802678279055
sinusoidal,0.7810205078125,1.0585431682500994,finite,1.0770792999537662,1.0697797870755934
sinusoidal,0.78150390625,1.0585653349999924,finite,1.1049068999709561,1.0689799186780997
sinusoidal,0.7819873046875,1.0585890106008389,finite,1.0908518000505865,1.068180693559493
sinusoidal,0.782470703125,1.0586142021288978,finite,1.0943808000301942,1.0673821426894654
sinusoidal,0.7829541015625,1.058640916554949,finite,1.2281226000050083,1.0665842970822095
sinusoidal,0.7834375,1.0586691607419358,finite,1.2283306000754237,1.0657871877953173
sinusoidal,0.7839208984375,1.0586989414433325,finite,1.3417221000418067,1.0649908459286228
sinusoidal,0.784404296875,1.0587302653006994,finite,1.1049125000135973,1.0641953026230648
sinusoidal,0.7848876953125,1.0587631388420975,finite,1.0905336999567226,1.0634005890595213
sinusoidal,0.78537109375,1.0587975684797528,finite,1.0886068999534473,1.0626067364576348
sinusoidal,0.7858544921875,1.0588335605079973,finite,1.0951437000185251,1.0618137760746282
sinusoidal,0.786337890625,1.058871121101225,finite,1.0759168000658974,1.061021739204098
sinusoidal,0.7868212890625,1.0589102563114778,finite,1.095553099992685,1.060230657174807
sinusoidal,0.7873046875,1.058950972066891,finite,1.0928510000230744,1.0594405613494526
sinusoidal,0.7877880859375,1.0589932741690167,finite,1.1082347000483423,1.0586514831234275
sinusoidal,0.788271484375,1.059037168291146,finite,1.1013094999361783,1.057863453923574
sinusoidal,0.7887548828125,1.0590826599755045,finite,1.2212383999722078,1.0570765052069058
sinusoidal,0.78923828125,1.0591297546312872,finite,1.0839355000061914,1.0562906684593387
sinusoidal,0.7897216796875,1.059178457533134,finite,1.10145229997579,1.0555059751943878
sinusoidal,0.790205078125,1.0592287738177706,finite,1.0924242000328377,1.0547224569518752
sinusoidal,0.7906884765625,1.0592807084827514,finite,1.087305000051856,1.053940145296597
sinusoidal,0.791171875,1.059334266383788,finite,1.1290586000541225,1.0531590718169948
sinusoidal,0.7916552734375,1.0593894522323817,finite,1.0955444999272004,1.052379268123814
sinusoidal,0.792138671875,1.0594462705939574,finite,1.0874233999056742,1.051600765848743
sinusoidal,0.7926220703125,1.0595047258855113,finite,1.0994234000099823,1.0508235966430295
sinusoidal,0.79310546875,1.0595648223731753,finite,1.0753860999830067,1.0500477921761118
sinusoidal,0.7935888671875,1.0596265641701823,finite,1.0866274000145495,1.049273384134204
sinusoidal,0.794072265625,1.0596899552346084,finite,1.1225259999046102,1.0485004042188883
sinusoidal,0.7945556640625,1.0597549993669793,finite,1.116933000041172,1.0477288841456909
sinusoidal,0.7950390625,1.0598217002083201,finite,1.0820894000353292,1.0469588556426341
sinusoidal,0.7955224609375,1.0598900612378184,finite,1.1256965000648052,1.046190350448792
sinusoidal,0.796005859375,1.059960085770005,finite,1.0784445999888703,1.0454234003128124
sinusoidal,0.7964892578125,1.060031776953906,finite,1.1075875000096858,1.044658036991444
sinusoidal,0.79697265625,1.0601051377694732,finite,1.1104575000936165,1.043894292248042
sinusoidal,0.7974560546875,1.0601801710262522,finite,1.0919031000230461,1.0431321978510553
sinusoidal,0.797939453125,1.0602568793607785,finite,1.338189800037071,1.042371785572503
sinusoidal,0.7984228515625,1.060335265234688,finite,1.511194200022146,1.0416130871864526
sinusoidal,0.7989062499999999,1.0604153309326387,finite,1.2469236999750137,1.0408561344674583
sinusoidal,0.7993896484374999,1.0604970785597134,finite,1.7853645000141114,1.0401009591890082
sinusoidal,0.7998730468749999,1.0605805100401944,finite,1.6220086999237537,1.0393475931219405
sinusoidal,0.8003564453124999,1.060665627114525,finite,1.0788569999858737,1.0385960680328636
sinusoidal,0.80083984375,1.0607524313382564,finite,1.687703499919735,1.0378464156825544
sinusoidal,0.8013232421875,1.0608409240792123,finite,1.6877782000228763,1.0370986678243301
sinusoidal,0.801806640625,1.06093110651611,finite,1.8240681000752375,1.0363528562024462
sinusoidal,0.8022900390625,1.0610229796365789,finite,1.1177747000474483,1.0356090125504207
