family,fraction,objective,status,runtime_seconds,projection_rmse_rad
sinusoidal,0.8027734375,1.061116544234606,finite,1.199770599952899,1.0348671685894113
sinusoidal,0.8032568359375,1.061211800909749,finite,1.1101555000059307,1.034127356026527
sinusoidal,0.803740234375,1.0613087500646128,finite,1.1079725000308827,1.0333896065531596
sinusoidal,0.8042236328125,1.0614073919032565,finite,1.1006578999804333,1.0326539518432831
sinusoidal,0.80470703125,1.0615077264295016,finite,1.1003261000150815,1.0319204235517503
sinusoidal,0.8051904296875,1.0616097534454099,finite,1.0924628999782726,1.0311890533125627
sinusoidal,0.805673828125,1.0617134725493267,finite,1.2176947999978438,1.0304598727371606
sinusoidal,0.8061572265625,1.061818883134577,finite,1.0882290001027286,1.0297329134126587
sinusoidal,0.806640625,1.0619259843881288,finite,1.0966902000363916,1.0290082069000905
sinusoidal,0.8071240234375,1.062034775288688,finite,1.0931371999904513,1.0282857847326476
sinusoidal,0.807607421875,1.0621452546056722,finite,1.1085395999252796,1.0275656784138887
sinusoidal,0.8080908203125,1.06225742089791,finite,1.0849310999037698,1.026847919415946
sinusoidal,0.80857421875,1.062371272512118,finite,1.120989799965173,1.026132539177718
sinusoidal,0.8090576171874999,1.062486807581743,finite,1.0872914999490604,1.0254195691030514
sinusoidal,0.809541015625,1.0626040240261867,finite,1.0681703999871388,1.0247090405589059
sinusoidal,0.8100244140624999,1.062722919549491,finite,1.072494399966672,1.0240009848735097
sinusoidal,0.8105078124999999,1.0628434916391356,finite,1.08970400004182,1.0232954333345088
sinusoidal,0.8109912109374999,1.0629657375657828,finite,1.1127024000743404,1.0225924171870988
sinusoidal,0.8114746093749999,1.0630896543819013,finite,1.2331225000089034,1.0218919676321392
sinusoidal,0.8119580078124999,1.0632152389211331,finite,1.0839927999768406,1.0211941158242646
sinusoidal,0.8124414062499999,1.0633424877978404,finite,1.080945499939844,1.0204988928699896
sinusoidal,0.8129248046875,1.0634713974061882,finite,1.2093662000261247,1.019806329825788
sinusoidal,0.813408203125,1.0636019639200023,finite,1.8021184999961406,1.0191164576961635
sinusoidal,0.8138916015625,1.0637341832920895,finite,1.8070334000512958,1.018429307431731
