stage,name,objective,conditional_T1,conditional_T2,conditional_internal_M,diagnostic_T1,diagnostic_T2,diagnostic_PD,diagnostic_MD,diagnostic_FA,runtime_seconds,status
01_initial_sequence,initial,1.298615903796416,0.4489546821011198,0.36488057658730066,0.4847806451079956,0.23965430073859173,2.6831611832095508,0.18638001005295016,1.2364059452659613,1.303518969660217,0.0,evaluated
02_flip_angle_optimization,flip_only,1.1296051849262718,0.41214794525586235,0.2810415294995701,0.4364157101708393,0.19288892140204048,1.7279974457842637,0.16124647336688014,0.8203584776428523,0.9115711466292512,96.32276200002525,Optimization terminated successfully
03_phase_method_comparison,candidate_none,1.1296051849262718,0.41214794525586235,0.2810415294995701,0.4364157101708393,0.19288892140204048,1.7279974457842637,0.16124647336688014,0.8203584776428523,0.9115711466292512,1.2643678999738768,finite grid minimum
03_phase_method_comparison,candidate_quadratic,1.0890220544935239,0.4013635589446529,0.2633010865159499,0.424357409032921,0.1951163784019816,1.660508858940942,0.1579526645289957,0.8429451856846091,0.9222459938704586,39.53780689986888,finite grid minimum
03_phase_method_comparison,candidate_linear,1.1201425395629376,0.41189249159426133,0.27208597941821766,0.4361640685504586,0.1899656838965068,1.7185076737623763,0.15682522175224642,0.8280134078083888,0.9154336539807215,37.79495750030037,finite grid minimum
03_phase_method_comparison,candidate_sinusoidal,1.0586691607419358,0.39613153186213035,0.2465171985633588,0.4160204303164466,0.2271791989675886,1.6120035247979125,0.184971206583364,0.9287287107761862,0.9890733492366457,38.706104499986395,finite grid minimum
03_phase_method_comparison,candidate_alternating,1.1013899046504045,0.41395301845945454,0.25014264676002357,0.43729423943092643,0.20065668764604308,1.478448047180953,0.16358714465060809,0.8291064591935079,0.9070972924990673,37.67404490010813,finite grid minimum
04_final_sequence,final,1.0583866162027582,0.396688431156593,0.24501168047269545,0.4166865045734698,0.2262261225513383,1.5991055855070486,0.18472071426999603,0.9214929507186439,0.9825963104823421,156.97651870001573,finite grid minimum
